sample.SittingDuck,528.3252391302149,0.0,hit
sample.Walls,297.62357087735944,8.0,hit
sample.Corners,122.09562738840741,8.0,hit
sample.SittingDuck,636.1265277673986,0.0,hit
sample.Crazy,410.3986672766661,0.0,no_hit
sample.Corners,97.72195458678368,0.0,hit
sample.SittingDuck,744.0470612931044,0.0,hit
sample.Corners,111.30416359736624,0.0,hit
sample.Crazy,502.256864125234,8.0,hit
sample.Walls,472.8468649656699,0.0,no_hit
sample.Corners,127.22527244265103,0.0,no_hit
sample.Crazy,199.36030822356486,8.0,no_hit
sample.Corners,234.12063458237333,0.0,no_hit
sample.Crazy,641.3770629278537,-8.0,no_hit
sample.Walls,269.3414959149787,8.0,no_hit
sample.Walls,110.28104088082699,8.0,hit
sample.Crazy,292.59588354588203,8.0,no_hit
sample.Crazy,43.89048557879012,-5.0,hit
sample.Walls,323.9059729062315,8.0,no_hit
sample.Crazy,182.08427507978874,8.0,no_hit
sample.Walls,587.9632743531515,7.0,no_hit
sample.Crazy,186.43076900213146,8.0,no_hit
sample.Crazy,275.59357651126965,0.0,no_hit
sample.Crazy,154.87847693479955,-8.0,hit
sample.Walls,37.78692383014096,8.0,hit
sample.Walls,534.538828678653,8.0,hit
sample.Walls,495.0160603273061,8.0,no_hit
sample.Corners,290.00889486806585,0.0,hit
sample.SittingDuck,204.46658160467862,0.0,hit
sample.Corners,355.450700258954,0.0,hit
sample.Walls,487.29973313091693,8.0,no_hit
sample.Crazy,336.26953563920955,-8.0,no_hit
sample.Walls,519.5930874780709,8.0,no_hit
sample.Corners,445.87646949344145,8.0,no_hit
sample.Corners,590.7522957385784,0.0,no_hit
sample.Corners,672.5822752953751,0.0,hit
sample.Corners,745.4597125541655,0.0,no_hit
sample.Walls,693.3971219280019,8.0,no_hit
sample.Walls,498.0392605298822,8.0,no_hit
sample.Crazy,355.722778373412,8.0,hit
sample.Walls,374.40231147412646,8.0,no_hit
sample.Walls,167.63664660314495,8.0,hit
sample.Walls,181.37582135735926,8.0,no_hit
sample.Walls,194.6673733765595,8.0,no_hit
